"","key","clid","cl_label"
"55348","organ mucosa of appendix","UBERON:0004989","mucosa of appendix"
"55349","organ mucosa of caecal appendix","UBERON:0004989","mucosa of appendix"
"55350","organ mucosa of vermiform appendix","UBERON:0004989","mucosa of appendix"
"55351","organ mucosa of vermix","UBERON:0004989","mucosa of appendix"
"55352","vermiform appendix mucosa","UBERON:0004989","mucosa of appendix"
"55353","vermiform appendix mucosa of organ","UBERON:0004989","mucosa of appendix"
"55354","vermiform appendix mucous membrane","UBERON:0004989","mucosa of appendix"
"55355","vermiform appendix organ mucosa","UBERON:0004989","mucosa of appendix"
"55356","vermix mucosa","UBERON:0004989","mucosa of appendix"
"55357","vermix mucosa of organ","UBERON:0004989","mucosa of appendix"
"55358","vermix mucous membrane","UBERON:0004989","mucosa of appendix"
"55359","vermix organ mucosa","UBERON:0004989","mucosa of appendix"
"55360","ascending colon mucosa","UBERON:0004990","mucosa of ascending colon"
"55361","ascending colon mucosa of organ","UBERON:0004990","mucosa of ascending colon"
"55362","ascending colon mucous membrane","UBERON:0004990","mucosa of ascending colon"
"55363","ascending colon organ mucosa","UBERON:0004990","mucosa of ascending colon"
"55364","mucosa of organ of ascending colon","UBERON:0004990","mucosa of ascending colon"
"55365","mucous membrane of ascending colon","UBERON:0004990","mucosa of ascending colon"
"55366","organ mucosa of ascending colon","UBERON:0004990","mucosa of ascending colon"
"55367","mucosa of organ of transverse colon","UBERON:0004991","mucosa of transverse colon"
"55368","mucous membrane of transverse colon","UBERON:0004991","mucosa of transverse colon"
"55369","organ mucosa of transverse colon","UBERON:0004991","mucosa of transverse colon"
"55370","transverse colon mucosa","UBERON:0004991","mucosa of transverse colon"
"55371","transverse colon mucosa of organ","UBERON:0004991","mucosa of transverse colon"
"55372","transverse colon mucous membrane","UBERON:0004991","mucosa of transverse colon"
"55373","transverse colon organ mucosa","UBERON:0004991","mucosa of transverse colon"
"55374","descending colon mucosa","UBERON:0004992","mucosa of descending colon"
"55375","descending colon mucosa of organ","UBERON:0004992","mucosa of descending colon"
"55376","descending colon mucous membrane","UBERON:0004992","mucosa of descending colon"
"55377","descending colon organ mucosa","UBERON:0004992","mucosa of descending colon"
"55378","mucosa of organ of descending colon","UBERON:0004992","mucosa of descending colon"
"55379","mucous membrane of descending colon","UBERON:0004992","mucosa of descending colon"
"55380","organ mucosa of descending colon","UBERON:0004992","mucosa of descending colon"
"55381","mucosa of organ of sigmoid colon","UBERON:0004993","mucosa of sigmoid colon"
"55382","mucous membrane of sigmoid colon","UBERON:0004993","mucosa of sigmoid colon"
"55383","organ mucosa of sigmoid colon","UBERON:0004993","mucosa of sigmoid colon"
"55384","sigmoid colon mucosa","UBERON:0004993","mucosa of sigmoid colon"
"55385","sigmoid colon mucosa of organ","UBERON:0004993","mucosa of sigmoid colon"
"55386","sigmoid colon mucous membrane","UBERON:0004993","mucosa of sigmoid colon"
"55387","sigmoid colon organ mucosa","UBERON:0004993","mucosa of sigmoid colon"
"55388","fundus gastricus (ventricularis) mucosa","UBERON:0004994","mucosa of fundus of stomach"
"55389","fundus gastricus (ventricularis) mucosa of organ","UBERON:0004994","mucosa of fundus of stomach"
"55390","fundus gastricus (ventricularis) mucous membrane","UBERON:0004994","mucosa of fundus of stomach"
"55391","fundus gastricus (ventricularis) organ mucosa","UBERON:0004994","mucosa of fundus of stomach"
"55392","fundus of stomach mucosa","UBERON:0004994","mucosa of fundus of stomach"
"55393","fundus of stomach mucosa of organ","UBERON:0004994","mucosa of fundus of stomach"
"55394","fundus of stomach mucous membrane","UBERON:0004994","mucosa of fundus of stomach"
"55395","fundus of stomach organ mucosa","UBERON:0004994","mucosa of fundus of stomach"
"55396","mucosa of fundus gastricus (ventricularis)","UBERON:0004994","mucosa of fundus of stomach"
"55397","mucosa of organ of fundus gastricus (ventricularis)","UBERON:0004994","mucosa of fundus of stomach"
"55398","mucosa of organ of fundus of stomach","UBERON:0004994","mucosa of fundus of stomach"
"55399","mucosa of organ of stomach fundus","UBERON:0004994","mucosa of fundus of stomach"
"55400","mucosa of stomach fundus","UBERON:0004994","mucosa of fundus of stomach"
"55401","mucous membrane of fundus gastricus (ventricularis)","UBERON:0004994","mucosa of fundus of stomach"
"55402","mucous membrane of fundus of stomach","UBERON:0004994","mucosa of fundus of stomach"
"55403","mucous membrane of stomach fundus","UBERON:0004994","mucosa of fundus of stomach"
"55404","organ mucosa of fundus gastricus (ventricularis)","UBERON:0004994","mucosa of fundus of stomach"
"55405","organ mucosa of fundus of stomach","UBERON:0004994","mucosa of fundus of stomach"
"55406","organ mucosa of stomach fundus","UBERON:0004994","mucosa of fundus of stomach"
"55407","stomach fundus mucosa","UBERON:0004994","mucosa of fundus of stomach"
"55408","stomach fundus mucosa of organ","UBERON:0004994","mucosa of fundus of stomach"
"55409","stomach fundus mucous membrane","UBERON:0004994","mucosa of fundus of stomach"
"55410","stomach fundus organ mucosa","UBERON:0004994","mucosa of fundus of stomach"
"55411","body of stomach mucosa","UBERON:0004995","mucosa of body of stomach"
"55412","body of stomach mucosa of organ","UBERON:0004995","mucosa of body of stomach"
"55413","body of stomach mucous membrane","UBERON:0004995","mucosa of body of stomach"
"55414","body of stomach organ mucosa","UBERON:0004995","mucosa of body of stomach"
"55415","corpus gastricum (ventriculare) mucosa","UBERON:0004995","mucosa of body of stomach"
"55416","corpus gastricum (ventriculare) mucosa of organ","UBERON:0004995","mucosa of body of stomach"
"55417","corpus gastricum (ventriculare) mucous membrane","UBERON:0004995","mucosa of body of stomach"
"55418","corpus gastricum (ventriculare) organ mucosa","UBERON:0004995","mucosa of body of stomach"
"55419","gastric body mucosa","UBERON:0004995","mucosa of body of stomach"
"55420","gastric body mucosa of organ","UBERON:0004995","mucosa of body of stomach"
"55421","gastric body mucous membrane","UBERON:0004995","mucosa of body of stomach"
"55422","gastric body organ mucosa","UBERON:0004995","mucosa of body of stomach"
"55423","mucosa of corpus gastricum (ventriculare)","UBERON:0004995","mucosa of body of stomach"
"55424","mucosa of gastric body","UBERON:0004995","mucosa of body of stomach"
"55425","mucosa of organ of body of stomach","UBERON:0004995","mucosa of body of stomach"
"55426","mucosa of organ of corpus gastricum (ventriculare)","UBERON:0004995","mucosa of body of stomach"
"55427","mucosa of organ of gastric body","UBERON:0004995","mucosa of body of stomach"
"55428","mucosa of organ of stomach body","UBERON:0004995","mucosa of body of stomach"
"55429","mucosa of stomach body","UBERON:0004995","mucosa of body of stomach"
"55430","mucous membrane of body of stomach","UBERON:0004995","mucosa of body of stomach"
"55431","mucous membrane of corpus gastricum (ventriculare)","UBERON:0004995","mucosa of body of stomach"
"55432","mucous membrane of gastric body","UBERON:0004995","mucosa of body of stomach"
"55433","mucous membrane of stomach body","UBERON:0004995","mucosa of body of stomach"
"55434","organ mucosa of body of stomach","UBERON:0004995","mucosa of body of stomach"
"55435","organ mucosa of corpus gastricum (ventriculare)","UBERON:0004995","mucosa of body of stomach"
"55436","organ mucosa of gastric body","UBERON:0004995","mucosa of body of stomach"
"55437","organ mucosa of stomach body","UBERON:0004995","mucosa of body of stomach"
"55438","stomach body mucosa","UBERON:0004995","mucosa of body of stomach"
"55439","stomach body mucosa of organ","UBERON:0004995","mucosa of body of stomach"
"55440","stomach body mucous membrane","UBERON:0004995","mucosa of body of stomach"
"55441","stomach body organ mucosa","UBERON:0004995","mucosa of body of stomach"
"55442","cardia of stomach mucosa","UBERON:0004996","mucosa of cardia of stomach"
"55443","cardia of stomach mucosa of organ","UBERON:0004996","mucosa of cardia of stomach"
"55444","cardia of stomach mucous membrane","UBERON:0004996","mucosa of cardia of stomach"
"55445","cardia of stomach organ mucosa","UBERON:0004996","mucosa of cardia of stomach"
"55446","cardial part of stomach mucosa","UBERON:0004996","mucosa of cardia of stomach"
"55447","cardial part of stomach mucosa of organ","UBERON:0004996","mucosa of cardia of stomach"
"55448","cardial part of stomach mucous membrane","UBERON:0004996","mucosa of cardia of stomach"
"55449","cardial part of stomach organ mucosa","UBERON:0004996","mucosa of cardia of stomach"
"55450","gastric cardia mucosa","UBERON:0004996","mucosa of cardia of stomach"
"55451","gastric cardia mucosa of organ","UBERON:0004996","mucosa of cardia of stomach"
"55452","gastric cardia mucous membrane","UBERON:0004996","mucosa of cardia of stomach"
"55453","gastric cardia organ mucosa","UBERON:0004996","mucosa of cardia of stomach"
"55454","mucosa of cardial part of stomach","UBERON:0004996","mucosa of cardia of stomach"
"55455","mucosa of gastric cardia","UBERON:0004996","mucosa of cardia of stomach"
"55456","mucosa of organ of cardia of stomach","UBERON:0004996","mucosa of cardia of stomach"
"55457","mucosa of organ of cardial part of stomach","UBERON:0004996","mucosa of cardia of stomach"
"55458","mucosa of organ of gastric cardia","UBERON:0004996","mucosa of cardia of stomach"
"55459","mucosa of organ of pars cardiaca (gaster)","UBERON:0004996","mucosa of cardia of stomach"
"55460","mucosa of organ of stomach cardiac region","UBERON:0004996","mucosa of cardia of stomach"
"55461","mucosa of pars cardiaca (gaster)","UBERON:0004996","mucosa of cardia of stomach"
"55462","mucosa of stomach cardiac region","UBERON:0004996","mucosa of cardia of stomach"
"55463","mucous membrane of cardia of stomach","UBERON:0004996","mucosa of cardia of stomach"
"55464","mucous membrane of cardial part of stomach","UBERON:0004996","mucosa of cardia of stomach"
"55465","mucous membrane of gastric cardia","UBERON:0004996","mucosa of cardia of stomach"
"55466","mucous membrane of pars cardiaca (gaster)","UBERON:0004996","mucosa of cardia of stomach"
"55467","mucous membrane of stomach cardiac region","UBERON:0004996","mucosa of cardia of stomach"
"55468","organ mucosa of cardia of stomach","UBERON:0004996","mucosa of cardia of stomach"
"55469","organ mucosa of cardial part of stomach","UBERON:0004996","mucosa of cardia of stomach"
"55470","organ mucosa of gastric cardia","UBERON:0004996","mucosa of cardia of stomach"
"55471","organ mucosa of pars cardiaca (gaster)","UBERON:0004996","mucosa of cardia of stomach"
"55472","organ mucosa of stomach cardiac region","UBERON:0004996","mucosa of cardia of stomach"
"55473","pars cardiaca (gaster) mucosa","UBERON:0004996","mucosa of cardia of stomach"
"55474","pars cardiaca (gaster) mucosa of organ","UBERON:0004996","mucosa of cardia of stomach"
"55475","pars cardiaca (gaster) mucous membrane","UBERON:0004996","mucosa of cardia of stomach"
"55476","pars cardiaca (gaster) organ mucosa","UBERON:0004996","mucosa of cardia of stomach"
"55477","stomach cardiac region mucosa","UBERON:0004996","mucosa of cardia of stomach"
"55478","stomach cardiac region mucosa of organ","UBERON:0004996","mucosa of cardia of stomach"
"55479","stomach cardiac region mucous membrane","UBERON:0004996","mucosa of cardia of stomach"
"55480","stomach cardiac region organ mucosa","UBERON:0004996","mucosa of cardia of stomach"
"55481","antral mucosa","UBERON:0004997","mucosa of pyloric antrum"
"55482","antrum of stomach mucosa","UBERON:0004997","mucosa of pyloric antrum"
"55483","antrum of stomach mucosa of organ","UBERON:0004997","mucosa of pyloric antrum"
"55484","antrum of stomach mucous membrane","UBERON:0004997","mucosa of pyloric antrum"
"55485","antrum of stomach organ mucosa","UBERON:0004997","mucosa of pyloric antrum"
"55486","gastric antrum mucosa","UBERON:0004997","mucosa of pyloric antrum"
"55487","mucosa of antrum of stomach","UBERON:0004997","mucosa of pyloric antrum"
"55488","mucosa of organ of antrum of stomach","UBERON:0004997","mucosa of pyloric antrum"
"55489","mucosa of organ of pyloric antrum","UBERON:0004997","mucosa of pyloric antrum"
"55490","mucosa of organ of stomach pyloric antrum","UBERON:0004997","mucosa of pyloric antrum"
"55491","mucosa of stomach pyloric antrum","UBERON:0004997","mucosa of pyloric antrum"
"55492","mucous membrane of antrum of stomach","UBERON:0004997","mucosa of pyloric antrum"
"55493","mucous membrane of pyloric antrum","UBERON:0004997","mucosa of pyloric antrum"
"55494","mucous membrane of stomach pyloric antrum","UBERON:0004997","mucosa of pyloric antrum"
"55495","organ mucosa of antrum of stomach","UBERON:0004997","mucosa of pyloric antrum"
"55496","organ mucosa of pyloric antrum","UBERON:0004997","mucosa of pyloric antrum"
"55497","organ mucosa of stomach pyloric antrum","UBERON:0004997","mucosa of pyloric antrum"
"55498","pyloric antrum mucosa","UBERON:0004997","mucosa of pyloric antrum"
"55499","pyloric antrum mucosa of organ","UBERON:0004997","mucosa of pyloric antrum"
"55500","pyloric antrum mucous membrane","UBERON:0004997","mucosa of pyloric antrum"
"55501","pyloric antrum organ mucosa","UBERON:0004997","mucosa of pyloric antrum"
"55502","stomach pyloric antrum mucosa","UBERON:0004997","mucosa of pyloric antrum"
"55503","stomach pyloric antrum mucosa of organ","UBERON:0004997","mucosa of pyloric antrum"
"55504","stomach pyloric antrum mucous membrane","UBERON:0004997","mucosa of pyloric antrum"
"55505","stomach pyloric antrum organ mucosa","UBERON:0004997","mucosa of pyloric antrum"
"55506","antropyloric mucosa","UBERON:0004998","mucosa of pylorus"
"55507","mucosa of organ of pyloric part of stomach","UBERON:0004998","mucosa of pylorus"
"55508","mucosa of organ of pylorus","UBERON:0004998","mucosa of pylorus"
"55509","mucosa of organ of stomach pyloric region","UBERON:0004998","mucosa of pylorus"
"55510","mucosa of pyloric part of stomach","UBERON:0004998","mucosa of pylorus"
"55511","mucosa of stomach pyloric region","UBERON:0004998","mucosa of pylorus"
"55512","mucous membrane of pyloric part of stomach","UBERON:0004998","mucosa of pylorus"
"55513","mucous membrane of pylorus","UBERON:0004998","mucosa of pylorus"
"55514","mucous membrane of stomach pyloric region","UBERON:0004998","mucosa of pylorus"
"55515","organ mucosa of pyloric part of stomach","UBERON:0004998","mucosa of pylorus"
"55516","organ mucosa of pylorus","UBERON:0004998","mucosa of pylorus"
"55517","organ mucosa of stomach pyloric region","UBERON:0004998","mucosa of pylorus"
"55518","pyloric part of stomach mucosa","UBERON:0004998","mucosa of pylorus"
"55519","pyloric part of stomach mucosa of organ","UBERON:0004998","mucosa of pylorus"
"55520","pyloric part of stomach mucous membrane","UBERON:0004998","mucosa of pylorus"
"55521","pyloric part of stomach organ mucosa","UBERON:0004998","mucosa of pylorus"
"55522","pylorus mucosa","UBERON:0004998","mucosa of pylorus"
"55523","pylorus mucosa of organ","UBERON:0004998","mucosa of pylorus"
"55524","pylorus mucous membrane","UBERON:0004998","mucosa of pylorus"
"55525","pylorus organ mucosa","UBERON:0004998","mucosa of pylorus"
"55526","stomach pyloric region mucosa","UBERON:0004998","mucosa of pylorus"
"55527","stomach pyloric region mucosa of organ","UBERON:0004998","mucosa of pylorus"
"55528","stomach pyloric region mucous membrane","UBERON:0004998","mucosa of pylorus"
"55529","stomach pyloric region organ mucosa","UBERON:0004998","mucosa of pylorus"
"55530","biliary tract mucosa","UBERON:0004999","mucosa of biliary tree"
"55531","biliary tract mucosa of organ","UBERON:0004999","mucosa of biliary tree"
"55532","biliary tract mucous membrane","UBERON:0004999","mucosa of biliary tree"
"55533","biliary tract organ mucosa","UBERON:0004999","mucosa of biliary tree"
"55534","biliary tree mucosa","UBERON:0004999","mucosa of biliary tree"
"55535","biliary tree mucosa of organ","UBERON:0004999","mucosa of biliary tree"
"55536","biliary tree mucous membrane","UBERON:0004999","mucosa of biliary tree"
"55537","biliary tree organ mucosa","UBERON:0004999","mucosa of biliary tree"
"55538","mucosa of biliary tract","UBERON:0004999","mucosa of biliary tree"
"55539","mucosa of organ of biliary tract","UBERON:0004999","mucosa of biliary tree"
"55540","mucosa of organ of biliary tree","UBERON:0004999","mucosa of biliary tree"
"55541","mucous membrane of biliary tract","UBERON:0004999","mucosa of biliary tree"
"55542","mucous membrane of biliary tree","UBERON:0004999","mucosa of biliary tree"
"55543","organ mucosa of biliary tract","UBERON:0004999","mucosa of biliary tree"
"55544","organ mucosa of biliary tree","UBERON:0004999","mucosa of biliary tree"
"55545","common bile duct mucosa","UBERON:0005000","mucosa of common bile duct"
"55546","common bile duct mucosa of organ","UBERON:0005000","mucosa of common bile duct"
"55547","common bile duct mucous membrane","UBERON:0005000","mucosa of common bile duct"
"55548","common bile duct organ mucosa","UBERON:0005000","mucosa of common bile duct"
"55549","common bile ductal mucosa","UBERON:0005000","mucosa of common bile duct"
"55550","ductus choledochus (biliaris) mucosa","UBERON:0005000","mucosa of common bile duct"
"55551","ductus choledochus (biliaris) mucosa of organ","UBERON:0005000","mucosa of common bile duct"
"55552","ductus choledochus (biliaris) mucous membrane","UBERON:0005000","mucosa of common bile duct"
"55553","ductus choledochus (biliaris) organ mucosa","UBERON:0005000","mucosa of common bile duct"
"55554","mucosa of ductus choledochus (biliaris)","UBERON:0005000","mucosa of common bile duct"
"55555","mucosa of organ of common bile duct","UBERON:0005000","mucosa of common bile duct"
"55556","mucosa of organ of ductus choledochus (biliaris)","UBERON:0005000","mucosa of common bile duct"
"55557","mucous membrane of common bile duct","UBERON:0005000","mucosa of common bile duct"
"55558","mucous membrane of ductus choledochus (biliaris)","UBERON:0005000","mucosa of common bile duct"
"55559","organ mucosa of common bile duct","UBERON:0005000","mucosa of common bile duct"
"55560","organ mucosa of ductus choledochus (biliaris)","UBERON:0005000","mucosa of common bile duct"
"55561","common hepatic duct mucosa","UBERON:0005001","mucosa of common hepatic duct"
"55562","common hepatic duct mucosa of organ","UBERON:0005001","mucosa of common hepatic duct"
"55563","common hepatic duct mucous membrane","UBERON:0005001","mucosa of common hepatic duct"
"55564","common hepatic duct organ mucosa","UBERON:0005001","mucosa of common hepatic duct"
"55565","common hepatic ductal mucosa","UBERON:0005001","mucosa of common hepatic duct"
"55566","hepatic duct mucosa","UBERON:0005001","mucosa of common hepatic duct"
"55567","hepatic duct mucosa of organ","UBERON:0005001","mucosa of common hepatic duct"
"55568","hepatic duct mucous membrane","UBERON:0005001","mucosa of common hepatic duct"
"55569","hepatic duct organ mucosa","UBERON:0005001","mucosa of common hepatic duct"
"55570","mucosa of hepatic duct","UBERON:0005001","mucosa of common hepatic duct"
"55571","mucosa of organ of common hepatic duct","UBERON:0005001","mucosa of common hepatic duct"
"55572","mucosa of organ of hepatic duct","UBERON:0005001","mucosa of common hepatic duct"
"55573","mucous membrane of common hepatic duct","UBERON:0005001","mucosa of common hepatic duct"
"55574","mucous membrane of hepatic duct","UBERON:0005001","mucosa of common hepatic duct"
"55575","organ mucosa of common hepatic duct","UBERON:0005001","mucosa of common hepatic duct"
"55576","organ mucosa of hepatic duct","UBERON:0005001","mucosa of common hepatic duct"
"55577","mucosa of organ of right hepatic duct","UBERON:0005002","mucosa of right hepatic duct"
"55578","mucous membrane of right hepatic duct","UBERON:0005002","mucosa of right hepatic duct"
"55579","organ mucosa of right hepatic duct","UBERON:0005002","mucosa of right hepatic duct"
"55580","right hepatic duct mucosa","UBERON:0005002","mucosa of right hepatic duct"
"55581","right hepatic duct mucosa of organ","UBERON:0005002","mucosa of right hepatic duct"
"55582","right hepatic duct mucous membrane","UBERON:0005002","mucosa of right hepatic duct"
"55583","right hepatic duct organ mucosa","UBERON:0005002","mucosa of right hepatic duct"
"55584","right hepatic ductal mucosa","UBERON:0005002","mucosa of right hepatic duct"
"55585","left hepatic duct mucosa","UBERON:0005003","mucosa of left hepatic duct"
"55586","left hepatic duct mucosa of organ","UBERON:0005003","mucosa of left hepatic duct"
"55587","left hepatic duct mucous membrane","UBERON:0005003","mucosa of left hepatic duct"
"55588","left hepatic duct organ mucosa","UBERON:0005003","mucosa of left hepatic duct"
"55589","left hepatic ductal mucosa","UBERON:0005003","mucosa of left hepatic duct"
"55590","mucosa of organ of left hepatic duct","UBERON:0005003","mucosa of left hepatic duct"
"55591","mucous membrane of left hepatic duct","UBERON:0005003","mucosa of left hepatic duct"
"55592","organ mucosa of left hepatic duct","UBERON:0005003","mucosa of left hepatic duct"
"55593","mucosa of organ of right ureter","UBERON:0005004","mucosa of right ureter"
"55594","mucous membrane of right ureter","UBERON:0005004","mucosa of right ureter"
"55595","organ mucosa of right ureter","UBERON:0005004","mucosa of right ureter"
"55596","right ureter mucosa","UBERON:0005004","mucosa of right ureter"
"55597","right ureter mucosa of organ","UBERON:0005004","mucosa of right ureter"
"55598","right ureter mucous membrane","UBERON:0005004","mucosa of right ureter"
"55599","right ureter organ mucosa","UBERON:0005004","mucosa of right ureter"
"55600","right ureteral mucosa","UBERON:0005004","mucosa of right ureter"
"55601","left ureter mucosa","UBERON:0005005","mucosa of left ureter"
"55602","left ureter mucosa of organ","UBERON:0005005","mucosa of left ureter"
"55603","left ureter mucous membrane","UBERON:0005005","mucosa of left ureter"
"55604","left ureter organ mucosa","UBERON:0005005","mucosa of left ureter"
"55605","left ureteral mucosa","UBERON:0005005","mucosa of left ureter"
"55606","mucosa of organ of left ureter","UBERON:0005005","mucosa of left ureter"
"55607","mucous membrane of left ureter","UBERON:0005005","mucosa of left ureter"
"55608","organ mucosa of left ureter","UBERON:0005005","mucosa of left ureter"
"55609","kidney pelvis mucosa","UBERON:0005006","mucosa of renal pelvis"
"55610","kidney pelvis mucosa of organ","UBERON:0005006","mucosa of renal pelvis"
"55611","kidney pelvis mucous membrane","UBERON:0005006","mucosa of renal pelvis"
"55612","kidney pelvis organ mucosa","UBERON:0005006","mucosa of renal pelvis"
"55613","mucosa of kidney pelvis","UBERON:0005006","mucosa of renal pelvis"
"55614","mucosa of organ of kidney pelvis","UBERON:0005006","mucosa of renal pelvis"
"55615","mucosa of organ of pelvis of ureter","UBERON:0005006","mucosa of renal pelvis"
"55616","mucosa of organ of renal pelvis","UBERON:0005006","mucosa of renal pelvis"
"55617","mucosa of pelvis of ureter","UBERON:0005006","mucosa of renal pelvis"
"55618","mucous membrane of kidney pelvis","UBERON:0005006","mucosa of renal pelvis"
"55619","mucous membrane of pelvis of ureter","UBERON:0005006","mucosa of renal pelvis"
"55620","mucous membrane of renal pelvis","UBERON:0005006","mucosa of renal pelvis"
"55621","organ mucosa of kidney pelvis","UBERON:0005006","mucosa of renal pelvis"
"55622","organ mucosa of pelvis of ureter","UBERON:0005006","mucosa of renal pelvis"
"55623","organ mucosa of renal pelvis","UBERON:0005006","mucosa of renal pelvis"
"55624","pelvis of ureter mucosa","UBERON:0005006","mucosa of renal pelvis"
"55625","pelvis of ureter mucosa of organ","UBERON:0005006","mucosa of renal pelvis"
"55626","pelvis of ureter mucous membrane","UBERON:0005006","mucosa of renal pelvis"
"55627","pelvis of ureter organ mucosa","UBERON:0005006","mucosa of renal pelvis"
"55628","renal pelvic mucosa","UBERON:0005006","mucosa of renal pelvis"
"55629","renal pelvis mucosa","UBERON:0005006","mucosa of renal pelvis"
"55630","renal pelvis mucosa of organ","UBERON:0005006","mucosa of renal pelvis"
"55631","renal pelvis mucous membrane","UBERON:0005006","mucosa of renal pelvis"
"55632","renal pelvis organ mucosa","UBERON:0005006","mucosa of renal pelvis"
"55633","tunica mucosa pelvis renalis","UBERON:0005006","mucosa of renal pelvis"
"55634","deep trigone mucosa","UBERON:0005009","mucosa of trigone of urinary bladder"
"55635","deep trigone mucosa of organ","UBERON:0005009","mucosa of trigone of urinary bladder"
"55636","deep trigone mucous membrane","UBERON:0005009","mucosa of trigone of urinary bladder"
"55637","deep trigone organ mucosa","UBERON:0005009","mucosa of trigone of urinary bladder"
"55638","lieutaud ' s trigone mucosa","UBERON:0005009","mucosa of trigone of urinary bladder"
"55639","lieutaud ' s trigone mucosa of organ","UBERON:0005009","mucosa of trigone of urinary bladder"
"55640","lieutaud ' s trigone mucous membrane","UBERON:0005009","mucosa of trigone of urinary bladder"
"55641","lieutaud ' s trigone organ mucosa","UBERON:0005009","mucosa of trigone of urinary bladder"
"55642","mucosa of deep trigone","UBERON:0005009","mucosa of trigone of urinary bladder"
"55643","mucosa of lieutaud ' s trigone","UBERON:0005009","mucosa of trigone of urinary bladder"
"55644","mucosa of organ of deep trigone","UBERON:0005009","mucosa of trigone of urinary bladder"
"55645","mucosa of organ of lieutaud ' s trigone","UBERON:0005009","mucosa of trigone of urinary bladder"
"55646","mucosa of organ of trigone of bladder","UBERON:0005009","mucosa of trigone of urinary bladder"
"55647","mucosa of organ of trigone of urinary bladder","UBERON:0005009","mucosa of trigone of urinary bladder"
"55648","mucosa of organ of urinary bladder trigone","UBERON:0005009","mucosa of trigone of urinary bladder"
"55649","mucosa of organ of vesical trigone","UBERON:0005009","mucosa of trigone of urinary bladder"
"55650","mucosa of trigone of bladder","UBERON:0005009","mucosa of trigone of urinary bladder"
"55651","mucosa of urinary bladder trigone","UBERON:0005009","mucosa of trigone of urinary bladder"
"55652","mucosa of vesical trigone","UBERON:0005009","mucosa of trigone of urinary bladder"
"55653","mucous membrane of deep trigone","UBERON:0005009","mucosa of trigone of urinary bladder"
"55654","mucous membrane of lieutaud ' s trigone","UBERON:0005009","mucosa of trigone of urinary bladder"
"55655","mucous membrane of trigone of bladder","UBERON:0005009","mucosa of trigone of urinary bladder"
"55656","mucous membrane of trigone of urinary bladder","UBERON:0005009","mucosa of trigone of urinary bladder"
"55657","mucous membrane of urinary bladder trigone","UBERON:0005009","mucosa of trigone of urinary bladder"
"55658","mucous membrane of vesical trigone","UBERON:0005009","mucosa of trigone of urinary bladder"
"55659","organ mucosa of deep trigone","UBERON:0005009","mucosa of trigone of urinary bladder"
"55660","organ mucosa of lieutaud ' s trigone","UBERON:0005009","mucosa of trigone of urinary bladder"
"55661","organ mucosa of trigone of bladder","UBERON:0005009","mucosa of trigone of urinary bladder"
"55662","organ mucosa of trigone of urinary bladder","UBERON:0005009","mucosa of trigone of urinary bladder"
"55663","organ mucosa of urinary bladder trigone","UBERON:0005009","mucosa of trigone of urinary bladder"
"55664","organ mucosa of vesical trigone","UBERON:0005009","mucosa of trigone of urinary bladder"
"55665","trigone of bladder mucosa","UBERON:0005009","mucosa of trigone of urinary bladder"
"55666","trigone of bladder mucosa of organ","UBERON:0005009","mucosa of trigone of urinary bladder"
"55667","trigone of bladder mucous membrane","UBERON:0005009","mucosa of trigone of urinary bladder"
"55668","trigone of bladder organ mucosa","UBERON:0005009","mucosa of trigone of urinary bladder"
"55669","trigone of urinary bladder mucosa","UBERON:0005009","mucosa of trigone of urinary bladder"
"55670","trigone of urinary bladder mucosa of organ","UBERON:0005009","mucosa of trigone of urinary bladder"
"55671","trigone of urinary bladder mucous membrane","UBERON:0005009","mucosa of trigone of urinary bladder"
"55672","trigone of urinary bladder organ mucosa","UBERON:0005009","mucosa of trigone of urinary bladder"
"55673","urinary bladder trigone mucosa","UBERON:0005009","mucosa of trigone of urinary bladder"
"55674","urinary bladder trigone mucosa of organ","UBERON:0005009","mucosa of trigone of urinary bladder"
"55675","urinary bladder trigone mucous membrane","UBERON:0005009","mucosa of trigone of urinary bladder"
"55676","urinary bladder trigone organ mucosa","UBERON:0005009","mucosa of trigone of urinary bladder"
"55677","vesical trigone mucosa","UBERON:0005009","mucosa of trigone of urinary bladder"
"55678","vesical trigone mucosa of organ","UBERON:0005009","mucosa of trigone of urinary bladder"
"55679","vesical trigone mucous membrane","UBERON:0005009","mucosa of trigone of urinary bladder"
"55680","vesical trigone organ mucosa","UBERON:0005009","mucosa of trigone of urinary bladder"
"55681","bladder neck mucosa","UBERON:0005010","mucosa of neck of urinary bladder"
"55682","bladder neck mucosa of organ","UBERON:0005010","mucosa of neck of urinary bladder"
"55683","bladder neck mucous membrane","UBERON:0005010","mucosa of neck of urinary bladder"
"55684","bladder neck organ mucosa","UBERON:0005010","mucosa of neck of urinary bladder"
"55685","mucosa of bladder neck","UBERON:0005010","mucosa of neck of urinary bladder"
"55686","mucosa of neck of bladder","UBERON:0005010","mucosa of neck of urinary bladder"
"55687","mucosa of organ of bladder neck","UBERON:0005010","mucosa of neck of urinary bladder"
"55688","mucosa of organ of neck of bladder","UBERON:0005010","mucosa of neck of urinary bladder"
"55689","mucosa of organ of neck of urinary bladder","UBERON:0005010","mucosa of neck of urinary bladder"
"55690","mucosa of organ of urinary bladder neck","UBERON:0005010","mucosa of neck of urinary bladder"
